date,coin,price,market_cap,volume
2026-02-04 19:01:32.416,ethereum,2147.5466301870356,259349926152.62152,50589655021.344345
2026-02-04 20:02:19.948,ethereum,2176.2415814047945,263450299639.55267,49713298519.39924
2026-02-04 21:01:39.174,ethereum,2167.919819459795,261338372470.4452,45593154612.57927
2026-02-04 22:01:47.256,ethereum,2109.622242072324,254418837163.8737,45929182517.530014
2026-02-04 23:01:41.732,ethereum,2116.1034550535137,255394394238.87704,45223380036.00295
2026-02-05 00:01:35.087,ethereum,2143.3400085080666,259015700501.7878,44227695385.93641
2026-02-05 01:01:10.176,ethereum,2145.3663717989803,258954899708.33752,44954067040.81679
2026-02-05 02:01:39.666,ethereum,2144.064788963553,258951660399.5906,46399531596.72093
2026-02-05 03:02:52.283,ethereum,2121.223523350836,257050907942.72842,46906081384.37165
2026-02-05 04:03:30.544,ethereum,2107.3340450878027,254023374126.4176,47384697990.79152
2026-02-05 05:03:34.503,ethereum,2101.038991891468,253296181926.73785,49192358042.5446
2026-02-05 06:02:47.490,ethereum,2097.2240236259195,252842936622.60968,50408714131.38537
2026-02-05 07:00:59.461,ethereum,2083.025752270116,251387547482.65118,47731116138.5815
2026-02-05 08:01:54.169,ethereum,2085.715276515889,252695451520.60052,45689031633.52566
2026-02-05 09:02:20.933,ethereum,2110.9228781793963,254789123254.21317,51342465598.79677
2026-02-05 10:02:00.791,ethereum,2129.8189345293686,257065183173.17603,54022937308.80086
2026-02-05 11:02:12.006,ethereum,2092.8472511013797,252493842661.94073,53681360859.12941
2026-02-05 12:03:33.922,ethereum,2076.3327558507476,250398489848.57712,54533462236.14247
2026-02-05 13:03:04.414,ethereum,2059.6856745231566,248321771617.43536,51743397794.088135
2026-02-05 14:00:54.867,ethereum,2054.0482661704696,248394524604.70724,55924485667.122246
2026-02-05 15:02:53.110,ethereum,2045.5278964322904,248935658714.59296,50037267691.5531
2026-02-05 16:02:52.391,ethereum,1957.7994292609749,236507045749.95932,55250699734.534584
2026-02-05 17:01:26.440,ethereum,1994.463045387256,241957626373.54614,57482242540.47752
2026-02-05 18:03:07.738,ethereum,1952.3313009138308,235779297920.68314,55085315302.51591
2026-02-05 19:02:38.238,ethereum,1945.5396394903103,233250422200.3832,54382614263.77481
2026-02-05 20:03:06.534,ethereum,1924.465923219813,232123872342.28644,53623225308.19818
2026-02-05 21:03:52.434,ethereum,1875.0043689596391,225110629373.40875,58494822070.70815
2026-02-05 22:03:13.557,ethereum,1848.5958633332302,223113518832.46667,60735569614.01331
2026-02-05 23:00:12.186,ethereum,1875.3426340658875,225377104079.48572,54775440077.753395
2026-02-06 00:03:05.875,ethereum,1824.773906498064,220229527631.41275,63099258611.16311
2026-02-06 01:02:24.213,ethereum,1870.3855528620331,225929009265.6415,70020470605.11545
